751.94489	229
752.00079	228
752.05676	227
752.11267	227
752.16858	228
752.22449	227
752.2804	230
752.3363	226
752.39221	229
752.44812	228
752.50403	228
752.55994	229
752.61578	227
752.67169	228
752.72754	229
752.78345	229
752.83929	228
752.89514	228
752.95105	228
753.0069	228
753.06274	228
753.11859	228
753.17444	230
753.23029	228
753.28613	228
753.34192	230
753.39777	227
753.45361	226
753.5094	228
753.56525	227
753.62103	227
753.67688	228
753.73267	227
753.78845	227
753.84424	229
753.90002	227
753.95581	229
754.0116	228
754.06738	230
754.12317	227
754.17896	227
754.23468	228
754.29047	227
754.34625	228
754.40198	225
754.4577	227
754.51349	227
754.56921	228
754.62494	229
754.68066	228
754.73639	227
754.79211	228
754.84784	228
754.90356	230
754.95929	230
755.01501	227
755.07068	228
755.1264	227
755.18207	227
755.23779	226
755.29346	227
755.34918	227
755.40485	228
755.46051	229
755.51617	227
755.57184	227
755.6275	227
755.68317	228
755.73883	226
755.79443	226
755.8501	227
755.90576	228
755.96136	227
756.01703	230
756.07263	227
756.1283	228
756.1839	227
756.2395	229
756.2951	228
756.35071	227
756.40631	230
756.46191	227
756.51752	227
756.57312	227
756.62872	228
756.68427	228
756.73987	228
756.79541	228
756.85101	227
756.90656	228
756.9621	228
757.0177	228
757.07324	228
757.12878	227
757.18433	228
757.23987	229
757.29541	227
757.35095	228
757.40643	228
757.46198	229
757.51752	227
757.573	227
757.62854	226
757.68402	227
757.7395	229
757.79504	228
757.85052	229
757.90601	229
757.96149	227
758.01697	227
758.07245	229
758.12793	227
758.18341	226
758.23883	229
758.29431	228
758.34979	228
758.40521	227
758.46069	230
758.51611	227
758.57153	227
758.62695	227
758.68243	229
758.73785	229
758.79327	226
758.84869	228
758.90411	229
758.95947	229
759.01489	229
759.07031	227
759.12567	227
759.18109	228
759.23645	229
759.29187	228
759.34723	230
759.40259	229
759.45795	226
759.51337	227
759.56873	228
759.62408	229
759.67944	228
759.73474	227
759.7901	229
759.84546	229
759.90076	230
759.95612	227
760.01141	228
760.06677	229
760.12207	230
760.17737	228
760.23273	230
760.28802	228
760.34332	230
760.39862	228
760.45392	229
760.50922	229
760.56445	229
760.61975	230
760.67505	228
760.73029	227
760.78558	230
760.84082	226
760.89612	229
760.95135	228
761.00659	228
761.06183	229
761.11707	228
761.1723	228
761.22754	227
761.28278	226
761.33801	226
761.39325	227
761.44843	227
761.50366	230
761.55884	227
761.61407	230
761.66925	229
761.72443	228
761.77966	230
761.83484	228
761.89001	230
761.94519	229
762.00037	228
762.05554	230
762.11072	226
762.16583	229
762.22101	228
762.27618	227
762.3313	227
762.38647	227
762.44159	229
762.4967	228
762.55182	228
762.60699	229
762.66211	228
762.71722	229
762.77234	229
762.82745	228
762.88251	227
762.93762	230
762.99274	228
763.04779	227
763.10291	228
763.15796	228
763.21307	227
763.26813	227
763.32318	229
763.37823	227
763.43335	229
763.4884	228
763.54346	228
763.59845	228
763.6535	228
763.70856	229
763.76361	227
763.8186	228
763.87366	229
763.92865	227
763.9837	230
764.0387	230
764.09369	228
764.14868	227
764.20374	229
764.25873	228
764.31372	229
764.36865	227
764.42365	227
764.47864	228
764.53363	228
764.58856	228
764.64355	228
764.69849	227
764.75348	228
764.80841	228
764.86334	228
764.91827	228
764.97321	228
765.02814	228
765.08307	228
765.138	228
765.19293	229
765.24786	227
765.3028	229
765.35767	228
765.4126	228
765.46747	228
765.52234	228
765.57727	228
765.63214	228
765.68701	227
765.74188	228
765.79675	229
765.85162	229
765.90649	229
765.96136	229
766.01624	228
766.07104	229
766.12592	227
766.18073	227
766.2356	229
766.29041	228
766.34528	228
766.40009	227
766.4549	228
766.5097	229
766.56451	227
766.61932	228
766.67413	229
766.72894	227
766.78369	226
766.8385	229
766.89331	230
766.94806	227
767.00287	228
767.05762	231
767.11237	229
767.16711	227
767.22192	230
767.27667	228
767.33142	228
767.38617	230
767.44086	228
767.49561	229
767.55035	228
767.6051	226
767.65979	229
767.71454	230
767.76923	229
767.82391	230
767.87866	228
767.93335	229
767.98804	228
768.04272	229
768.09741	228
768.1521	229
768.20679	227
768.26147	228
768.3161	229
768.37079	229
768.42542	227
768.4801	229
768.53473	229
768.58942	229
768.64404	228
768.69867	227
768.7533	227
768.80792	229
768.86255	227
768.91718	228
768.9718	229
769.02643	227
769.08099	229
769.13562	229
769.19019	226
769.24481	229
769.29938	229
769.354	228
769.40857	229
769.46313	230
769.5177	228
769.57227	231
769.62683	227
769.6814	229
769.73596	228
769.79047	228
769.84503	227
769.8996	228
769.9541	230
770.00867	229
770.06317	227
770.11768	228
770.17218	230
770.22675	227
770.28125	230
770.33575	230
770.3902	228
770.4447	228
770.49921	228
770.55371	229
770.60815	230
770.66266	228
770.7171	231
770.77161	228
770.82605	230
770.88049	229
770.935	228
770.98944	228
771.04388	230
771.09833	229
771.15277	231
771.20715	228
771.2616	228
771.31604	229
771.37042	228
771.42487	230
771.47925	230
771.53369	229
771.58807	229
771.64246	228
771.69684	230
771.75122	229
771.8056	230
771.85999	230
771.91437	229
771.96875	228
772.02313	229
772.07745	231
772.13184	229
772.18616	229
772.24054	230
772.29486	229
772.34918	228
772.40356	230
772.45789	228
772.51221	230
772.56653	229
772.62085	229
772.67511	231
772.72943	231
772.78375	230
772.83801	230
772.89233	229
772.94659	229
773.00092	231
773.05518	229
773.10944	230
773.1637	230
773.21796	230
773.27222	231
773.32648	229
773.38074	231
773.435	230
773.48926	230
773.54346	230
773.59772	230
773.65192	232
773.70618	230
773.76038	231
773.81458	229
773.86877	231
773.92303	232
773.97723	228
774.03143	232
774.08557	229
774.13977	230
774.19397	233
774.24817	230
774.30231	232
774.35651	230
774.41064	231
774.46478	231
774.51898	230
774.57312	231
774.62726	232
774.6814	233
774.73553	231
774.78967	231
774.84381	231
774.89795	231
774.95203	233
775.00616	233
775.06024	233
775.11438	234
775.16846	234
775.2226	231
775.27667	230
775.33075	231
775.38483	234
775.4389	234
775.49298	234
775.54706	234
775.60114	235
775.65515	241
775.70923	240
775.76331	242
775.81732	247
775.87134	251
775.92542	253
775.97943	258
776.03345	263
776.08746	264
776.14148	269
776.1955	270
776.24951	267
776.30353	274
776.35754	278
776.4115	277
776.46552	279
776.51947	278
776.57349	278
776.62744	277
776.6814	276
776.73541	278
776.78937	277
776.84332	281
776.89728	279
776.95123	289
777.00513	291
777.05908	289
777.11304	295
777.16693	299
777.22089	298
777.27478	299
777.32874	301
777.38263	300
777.43652	310
777.49042	315
777.54437	324
777.59827	332
777.6521	352
777.70599	367
777.75989	397
777.81378	442
777.86761	549
777.92151	729
777.97534	1096
778.02924	1836
778.08307	3078
778.1369	4981
778.19073	8402
778.24457	12970
778.2984	18022
778.35223	24322
778.40607	31420
778.4599	38854
778.51373	45982
778.5675	47322
778.62134	45536
778.67511	41074
778.72894	35425
778.78271	25470
778.83649	17593
778.89026	9727
778.94403	4649
778.99786	2378
779.05157	1116
779.10535	590
779.15912	401
779.21289	342
779.2666	316
779.32037	308
779.37408	308
779.42786	305
779.48157	300
779.53528	298
779.58905	301
779.64276	295
779.69647	297
779.75018	298
779.80383	299
779.85754	300
779.91125	298
779.96497	289
780.01862	295
780.07233	298
780.12598	292
780.17963	293
780.23334	285
780.28699	287
780.34064	287
780.39429	286
780.44794	284
780.50159	286
780.55524	283
780.60883	277
780.66248	270
780.71606	271
780.76971	267
780.8233	261
780.87695	259
780.93054	258
780.98413	252
781.03772	247
781.09131	246
781.1449	242
781.19849	237
781.25208	238
781.30566	233
781.35919	233
781.41278	233
781.46631	232
781.5199	232
781.57343	232
781.62695	230
781.68048	231
781.73401	231
781.78754	232
781.84106	231
781.89459	232
781.94812	231
782.00165	230
782.05511	231
782.10864	231
782.16211	231
782.21564	230
782.2691	230
782.32257	232
782.3761	231
782.42957	230
782.48303	231
782.5365	230
782.5899	228
782.64337	232
782.69684	231
782.75031	230
782.80371	230
782.85718	230
782.91058	230
782.96399	230
783.01746	231
783.07086	229
783.12427	230
783.17767	230
783.23108	229
783.28448	229
783.33783	229
783.39124	230
783.44464	229
783.49799	230
783.55139	231
783.60474	229
783.65808	228
783.71149	230
783.76483	229
783.81818	229
783.87152	230
783.92487	230
783.97821	228
784.03149	229
784.08484	228
784.13818	230
784.19147	231
784.24481	227
784.2981	229
784.35138	232
784.40466	230
784.45801	230
784.51129	228
784.56458	231
784.6178	228
784.67108	231
784.72437	230
784.77765	231
784.83087	229
784.88416	229
784.93738	228
784.99066	227
785.04388	230
785.09711	228
